,Ratings,Reviews,Price,split_source,Discount_Ratio,Edition_Year_Freq,Vintage_Count,Fraction_Author_BookCategory,Fraction_Author_Genre,Overall_Author_Rating,Total_Books_Per_Author,"Genre_Arts History, Theory & Criticism (Books)",Genre_Asian History,Genre_Biographies & Autobiographies (Books),Genre_Cinema & Broadcast (Books),Genre_Comics,Genre_Comics & Graphic Novels (Books),Genre_Comics & Mangas (Books),Genre_Computer Science Books,Genre_Contemporary Fiction (Books),"Genre_Crime, Thriller & Mystery (Books)",Genre_Design,Genre_Dictionaries,Genre_Encyclopaedias & Reference Works (Books),Genre_Government (Books),"Genre_Handicrafts, Decorative Arts & Crafts (Books)",Genre_Healthy Living & Wellness (Books),Genre_Humour (Books),Genre_Indian Writing (Books),Genre_Language Learning & Teaching (Books),"Genre_Language, Linguistics & Writing (Books)",Genre_Linguistics (Books),Genre_Mangas,Genre_Music Books,Genre_Others,Genre_Romance (Books),Genre_Software & Business Applications (Books),Genre_Sports Training & Coaching (Books),Genre_True Accounts (Books),Genre_Writing Guides (Books),"BookCategory_Arts, Film & Photography","BookCategory_Biographies, Diaries & True Accounts",BookCategory_Comics & Mangas,"BookCategory_Computing, Internet & Digital Media","BookCategory_Crime, Thriller & Mystery",BookCategory_Humour,"BookCategory_Language, Linguistics & Writing",BookCategory_Politics,BookCategory_Romance,BookCategory_Sports,Book_Type_Mass Market Paperback,Book_Type_Others,Book_Type_Paperback
1011,3.1,7,100.0,0,0.0,0.0030781069642170067,30,0.1354071363220494,0.007548032936870997,0.6200000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1013,4.8,6,346.0,0,0.0,0.01795562395793254,13,0.13494967978042086,0.018298261665141813,0.96,0.00014734050390452334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1014,3.5,2,325.0,0,0.0,0.11940489932025138,2,0.15667886550777677,0.05192131747483989,0.7000000000000001,0.00014734050390452334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1015,5.0,4,629.0,0,0.0,0.13158907272027703,1,0.15416285452881975,0.004574565416285453,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1016,5.0,2,793.0,0,0.0,0.005001923816852636,21,0.1354071363220494,0.0004574565416285453,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1017,5.0,1,3749.0,0,0.0,0.1068359625496986,3,0.14501372369624885,0.013952424519670631,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1018,5.0,2,370.44,0,0.0,0.01795562395793254,13,0.15416285452881975,0.10041171088746569,1.0,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1019,3.6,19,850.0,0,0.0,0.0471976401179941,7,0.15667886550777677,0.015096065873741994,0.86,0.0002946810078090467,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1020,4.2,26,359.0,0,0.05013927576601671,0.08221110683596256,4,0.13494967978042086,0.009149130832570906,0.8400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1021,3.9,19,119.0,0,0.0,0.13158907272027703,1,0.19510521500457456,0.219807868252516,0.77,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1022,4.6,8,57.0,0,0.0,0.02988328844427344,10,0.16285452881976212,0.016010978956999086,0.8509677419354841,0.009135111242080447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1023,4.6,227,299.0,0,0.0,0.13158907272027703,1,0.15416285452881975,0.10041171088746569,0.9199999999999999,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1026,4.3,13,228.0,0,0.0,0.04591509554957035,8,0.1354071363220494,0.10041171088746569,0.7000000000000001,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1027,2.6,3,530.44,0,0.061156775507126254,0.08221110683596256,4,0.19510521500457456,0.0029734675205855443,0.52,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1028,4.4,9,238.0,0,0.0,0.08221110683596256,4,0.15324794144556267,0.11527904849039342,0.8649999999999999,0.005304258140562841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1029,3.5,39,195.0,0,0.0,0.021033730922149545,14,0.16285452881976212,0.009149130832570906,0.644,0.0007367025195226168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1030,5.0,2,226.0,0,0.0,0.06515326407592664,5,0.1354071363220494,0.10041171088746569,1.0,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1031,4.7,4,448.0,0,0.0,0.015262280364242658,16,0.1914455626715462,0.219807868252516,0.7426666666666666,0.00221010755856785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1032,4.7,13,508.0,0,0.0,0.08221110683596256,4,0.1354071363220494,0.10041171088746569,0.9400000000000001,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1033,4.3,23,309.0,0,0.0,0.017186097216878287,12,0.1354071363220494,0.10041171088746569,0.8800000000000001,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1035,4.6,35,322.0,0,0.0,0.13158907272027703,1,0.15416285452881975,0.018755718206770355,0.9199999999999999,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1036,3.4,17,163.0,0,0.0,0.015262280364242658,16,0.1914455626715462,0.07159194876486734,0.68,0.00014734050390452334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1037,4.2,119,245.0,0,0.0,0.026163909195844555,11,0.15324794144556267,0.11527904849039342,0.8150000000000001,0.0005893620156180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1039,3.1,4,448.0,0,0.0,0.13158907272027703,1,0.15324794144556267,0.11527904849039342,0.71,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1040,4.2,3,248.0,0,0.0,0.05848403232012313,0,0.15416285452881975,0.002516010978956999,0.8400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1041,3.2,7,265.0,0,0.0,0.01795562395793254,13,0.13494967978042086,0.10041171088746569,0.7400000000000001,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1042,4.2,14,166.0,0,0.0,0.006925740669488265,20,0.1914455626715462,0.219807868252516,0.7573333333333336,0.0044202151171357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1043,3.9,53,261.0,0,0.0,0.11940489932025138,2,0.1914455626715462,0.10041171088746569,0.86,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1044,4.3,31,210.0,0,0.0,0.026163909195844555,11,0.15416285452881975,0.0016010978956999085,0.8,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1045,5.0,2,1199.0,0,0.0,0.06515326407592664,5,0.15324794144556267,0.219807868252516,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1046,5.0,1,680.0,0,0.0,0.010645119917917148,19,0.14501372369624885,0.009377859103385178,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1047,5.0,1,929.0,0,0.0,0.1068359625496986,3,0.13494967978042086,0.019441903019213176,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1048,5.0,1,339.0,0,0.0,0.05848403232012313,0,0.19510521500457456,0.219807868252516,1.0,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1049,3.8,19,360.03,0,0.0,0.13158907272027703,1,0.1914455626715462,0.007548032936870997,0.8333333333333335,0.0008840430234271402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1050,4.0,6,723.0,0,0.0,0.05848403232012313,0,0.14089661482159194,0.10041171088746569,0.8,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1051,5.0,2,773.47,0,0.0,0.13158907272027703,1,0.08508691674290943,0.0034309240622140895,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1052,2.9,6,125.0,0,0.0,0.05848403232012313,0,0.16285452881976212,0.013266239707227814,0.7066666666666667,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1054,4.3,16,185.0,0,0.0,0.11940489932025138,2,0.1914455626715462,0.07479414455626715,0.8486746987951812,0.012229261824075438,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1055,4.7,4,620.44,0,0.0,0.03988713607797871,9,0.1354071363220494,0.0018298261665141812,0.916,0.0007367025195226168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1056,4.3,4,323.0,0,0.0,0.06515326407592664,5,0.1354071363220494,0.0013723696248856359,0.86,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1057,3.3,7,322.0,0,0.0,0.13158907272027703,1,0.1914455626715462,0.007548032936870997,0.8061538461538463,0.003830853101517607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1058,4.0,50,369.0,0,0.0,0.04591509554957035,8,0.19510521500457456,0.219807868252516,0.8211764705882351,0.002504788566376897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1060,5.0,1,375.0,0,0.0,0.05848403232012313,0,0.1914455626715462,0.219807868252516,1.0,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1061,4.3,7,291.0,0,0.0,0.02988328844427344,10,0.1354071363220494,0.011436413540713633,0.9300000000000002,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1062,5.0,1,345.0,0,0.0,0.08221110683596256,4,0.14089661482159194,0.023787740164684355,1.0,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1063,4.9,9,244.0,0,0.0,0.11940489932025138,2,0.1914455626715462,0.07479414455626715,0.7678947368421055,0.0055989391483718875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1064,4.1,13,345.0,0,0.0,0.002308580223162755,33,0.15667886550777677,0.00022872827081427266,0.82,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1065,4.6,75,263.0,0,0.0,0.04591509554957035,8,0.15416285452881975,0.10041171088746569,0.9199999999999999,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1066,3.1,2,222.0,0,0.0,0.04591509554957035,8,0.15324794144556267,0.11527904849039342,0.6200000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1067,4.5,474,400.0,0,0.0,0.06515326407592664,5,0.1914455626715462,0.219807868252516,0.8233333333333333,0.0008840430234271402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1068,3.0,1,330.0,0,0.0,0.006925740669488265,20,0.1914455626715462,0.07159194876486734,0.8,0.0002946810078090467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1069,4.0,1,170.0,0,0.0,0.04591509554957035,8,0.15324794144556267,0.11527904849039342,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1070,3.6,49,52.0,0,0.0,0.1068359625496986,3,0.16285452881976212,0.022186642268984445,0.7400000000000001,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1071,4.5,19,499.0,0,0.0,0.060151340259074,6,0.15416285452881975,0.010978956999085087,0.9,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1072,5.0,2,248.0,0,0.0,0.05848403232012313,0,0.1914455626715462,0.11527904849039342,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1073,4.6,11,950.0,0,0.0,0.1068359625496986,3,0.14501372369624885,0.013952424519670631,0.9199999999999999,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1074,3.1,9,275.0,0,0.0,0.1068359625496986,3,0.14501372369624885,0.010521500457456541,0.6200000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1075,5.0,2,336.0,0,0.0,0.03988713607797871,9,0.19510521500457456,0.219807868252516,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1077,4.5,37,263.0,0,0.0,0.002308580223162755,29,0.13494967978042086,0.018298261665141813,0.87,0.0002946810078090467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1078,4.4,62,407.0,0,0.0,0.005001923816852636,25,0.15416285452881975,0.0011436413540713633,0.8800000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1079,3.8,22,319.0,0,0.0,0.005001923816852636,23,0.19510521500457456,0.219807868252516,0.78,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1080,4.3,11,169.0,0,0.0,0.13158907272027703,1,0.13494967978042086,0.0016010978956999085,0.91,0.0005893620156180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1081,4.4,10,493.0,0,0.0,0.0471976401179941,7,0.08508691674290943,0.017612076852698992,0.9300000000000002,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1082,3.7,46,31.0,0,0.0,0.08221110683596256,4,0.15416285452881975,0.10041171088746569,0.6800000000000002,0.0008840430234271402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1083,4.0,7,324.91,0,0.0,0.003334615877901757,28,0.15324794144556267,0.0011436413540713633,0.71,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1084,5.0,3,594.0,0,0.0,0.060151340259074,6,0.16285452881976212,0.0006861848124428179,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1085,3.7,24,114.0,0,0.0,0.0060279594715916375,22,0.16285452881976212,0.018298261665141813,0.7400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1086,3.6,102,118.0,0,0.0,0.13158907272027703,1,0.15416285452881975,0.11527904849039342,0.7745454545454546,0.0016207455429497568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1087,2.9,2,228.0,0,0.0,0.0012825445684237528,36,0.14089661482159194,0.008920402561756633,0.58,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1088,3.9,34,243.0,0,0.0,0.010260356547390022,18,0.15416285452881975,0.0057182067703568165,0.78,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1089,4.6,33,185.0,0,0.0,0.13158907272027703,1,0.19510521500457456,0.219807868252516,0.9162499999999998,0.004714896124944747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1090,4.5,2,1168.0,0,0.0,0.003334615877901757,28,0.1354071363220494,0.002516010978956999,0.9,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1091,4.6,2,286.0,0,0.0,0.1068359625496986,3,0.16285452881976212,0.0027447392497712718,0.9066666666666667,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1092,4.1,10,379.0,0,0.0,0.01385148133897653,15,0.15416285452881975,0.0057182067703568165,0.8959999999999999,0.0007367025195226168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1093,4.2,20,299.0,0,0.0,0.010645119917917148,19,0.15416285452881975,0.10041171088746569,0.87,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1095,4.1,31,699.0,0,0.0,0.0471976401179941,7,0.16285452881976212,0.00022872827081427266,0.82,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1096,4.2,15,1450.0,0,0.0,0.11940489932025138,2,0.14501372369624885,0.009835315645013724,0.8400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1097,5.0,7,599.0,0,0.0,0.1068359625496986,3,0.14089661482159194,0.10041171088746569,1.0,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1099,5.0,3,618.0,0,0.0,0.1068359625496986,3,0.19510521500457456,0.219807868252516,1.0,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1100,5.0,1,1013.0,0,0.0,0.05848403232012313,0,0.1354071363220494,0.004574565416285453,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1101,4.4,32,247.0,0,0.0,0.06515326407592664,5,0.1354071363220494,0.018069533394327538,0.9,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1102,4.3,69,405.0,0,0.0,0.01795562395793254,13,0.15416285452881975,0.0013723696248856359,0.86,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1103,4.8,12,262.0,0,0.0,0.13158907272027703,1,0.16285452881976212,0.023559011893870083,0.96,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1105,3.5,2,893.0,0,0.0,0.13158907272027703,1,0.19510521500457456,0.0009149130832570906,0.65,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1106,4.0,2,660.0,0,0.0,0.06515326407592664,5,0.19510521500457456,0.219807868252516,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1107,5.0,5,536.0,0,0.0,0.13158907272027703,1,0.15416285452881975,0.0018298261665141812,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1108,5.0,3,254.01,0,0.0,0.08221110683596256,4,0.19510521500457456,0.219807868252516,0.9266666666666667,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1109,1.0,2,399.0,0,0.0,0.03988713607797871,9,0.1914455626715462,0.07479414455626715,0.8509090909090908,0.0016207455429497568,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1110,4.0,1,719.0,0,0.0,0.060151340259074,6,0.15667886550777677,0.019441903019213176,0.9314285714285715,0.0010313835273316634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
